book_id,search_key,book_title,book_subtitle,book_authors,book_description,industryIdentifiers,text_readingModes,image_readingModes,pageCount,categories,language,imageLinks,ratingsCount,averageRating,country,saleability,isEbook,amount_listPrice,currencyCode_listPrice,amount_retailPrice,currencyCode_retailPrice,buyLink,year,publisher
wzozEAAAQBAJ,machine learning,Deep Learning with Python,N/A,Francois Chollet,"Summary Deep Learning with Python introduces the field of deep learning using the Python language and the powerful Keras library. Written by Keras creator and Google AI researcher François Chollet, this book builds your understanding through intuitive explanations and practical examples. Purchase of the print book includes a free eBook in PDF, Kindle, and ePub formats from Manning Publications. About the Technology Machine learning has made remarkable progress in recent years. We went from near-unusable speech and image recognition, to near-human accuracy. We went from machines that couldn't beat a serious Go player, to defeating a world champion. Behind this progress is deep learning—a combination of engineering advances, best practices, and theory that enables a wealth of previously impossible smart applications. About the Book Deep Learning with Python introduces the field of deep learning using the Python language and the powerful Keras library. Written by Keras creator and Google AI researcher François Chollet, this book builds your understanding through intuitive explanations and practical examples. You'll explore challenging concepts and practice with applications in computer vision, natural-language processing, and generative models. By the time you finish, you'll have the knowledge and hands-on skills to apply deep learning in your own projects. What's Inside Deep learning from first principles Setting up your own deep-learning environment Image-classification models Deep learning for text and sequences Neural style transfer, text generation, and image generation About the Reader Readers need intermediate Python skills. No previous experience with Keras, TensorFlow, or machine learning is required. About the Author François Chollet works on deep learning at Google in Mountain View, CA. He is the creator of the Keras deep-learning library, as well as a contributor to the TensorFlow machine-learning framework. He also does deep-learning research, with a focus on computer vision and the application of machine learning to formal reasoning. His papers have been published at major conferences in the field, including the Conference on Computer Vision and Pattern Recognition (CVPR), the Conference and Workshop on Neural Information Processing Systems (NIPS), the International Conference on Learning Representations (ICLR), and others. Table of Contents PART 1 - FUNDAMENTALS OF DEEP LEARNING What is deep learning? Before we begin: the mathematical building blocks of neural networks Getting started with neural networks Fundamentals of machine learning PART 2 - DEEP LEARNING IN PRACTICE Deep learning for computer vision Deep learning for text and sequences Advanced deep-learning best practices Generative deep learning Conclusions appendix A - Installing Keras and its dependencies on Ubuntu appendix B - Running Jupyter notebooks on an EC2 GPU instance",ISBN_13,True,False,620,Computers,en,http://books.google.com/books/content?id=wzozEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,US,FOR_SALE,True,38.99,USD,38.99,USD,https://play.google.com/store/books/details?id=wzozEAAAQBAJ&rdid=book-wzozEAAAQBAJ&rdot=1&source=gbs_api,2017-11-30,Simon and Schuster
A8V6EAAAQBAJ,machine learning,Machine Learning Paradigm for Internet of Things Applications,N/A,"Shalli Rani,R. Maheswar,G. R. Kanagachidambaresan,Sachin Ahuja,Deepali Gupta","MACHINE LEARNING PARADIGM FOR INTERNET OF THINGS APPLICATIONS As companies globally realize the revolutionary potential of the IoT, they have started finding a number of obstacles they need to address to leverage it efficiently. Many businesses and industries use machine learning to exploit the IoT’s potential and this book brings clarity to the issue. Machine learning (ML) is the key tool for fast processing and decision-making applied to smart city applications and next-generation IoT devices, which require ML to satisfy their working objective. Machine learning has become a common subject to all people like engineers, doctors, pharmacy companies, and business people. The book addresses the problem and new algorithms, their accuracy, and their fitness ratio for existing real-time problems. Machine Learning Paradigm for Internet of Thing Applications provides the state-of-the-art applications of machine learning in an IoT environment. The most common use cases for machine learning and IoT data are predictive maintenance, followed by analyzing CCTV surveillance, smart home applications, smart-healthcare, in-store ‘contextualized marketing’, and intelligent transportation systems. Readers will gain an insight into the integration of machine learning with IoT in these various application domains.",ISBN_13,False,True,308,Computers,en,http://books.google.com/books/content?id=A8V6EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,US,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,2022-03-02,John Wiley & Sons
BjszEAAAQBAJ,machine learning,Deep Learning with PyTorch,N/A,"Luca Pietro Giovanni Antiga,Eli Stevens,Thomas Viehmann","“We finally have the definitive treatise on PyTorch! It covers the basics and abstractions in great detail. I hope this book becomes your extended reference document.” —Soumith Chintala, co-creator of PyTorch Key Features Written by PyTorch’s creator and key contributors Develop deep learning models in a familiar Pythonic way Use PyTorch to build an image classifier for cancer detection Diagnose problems with your neural network and improve training with data augmentation Purchase of the print book includes a free eBook in PDF, Kindle, and ePub formats from Manning Publications. About The Book Every other day we hear about new ways to put deep learning to good use: improved medical imaging, accurate credit card fraud detection, long range weather forecasting, and more. PyTorch puts these superpowers in your hands. Instantly familiar to anyone who knows Python data tools like NumPy and Scikit-learn, PyTorch simplifies deep learning without sacrificing advanced features. It’s great for building quick models, and it scales smoothly from laptop to enterprise. Deep Learning with PyTorch teaches you to create deep learning and neural network systems with PyTorch. This practical book gets you to work right away building a tumor image classifier from scratch. After covering the basics, you’ll learn best practices for the entire deep learning pipeline, tackling advanced projects as your PyTorch skills become more sophisticated. All code samples are easy to explore in downloadable Jupyter notebooks. What You Will Learn Understanding deep learning data structures such as tensors and neural networks Best practices for the PyTorch Tensor API, loading data in Python, and visualizing results Implementing modules and loss functions Utilizing pretrained models from PyTorch Hub Methods for training networks with limited inputs Sifting through unreliable results to diagnose and fix problems in your neural network Improve your results with augmented data, better model architecture, and fine tuning This Book Is Written For For Python programmers with an interest in machine learning. No experience with PyTorch or other deep learning frameworks is required. About The Authors Eli Stevens has worked in Silicon Valley for the past 15 years as a software engineer, and the past 7 years as Chief Technical Officer of a startup making medical device software. Luca Antiga is co-founder and CEO of an AI engineering company located in Bergamo, Italy, and a regular contributor to PyTorch. Thomas Viehmann is a Machine Learning and PyTorch speciality trainer and consultant based in Munich, Germany and a PyTorch core developer. Table of Contents PART 1 - CORE PYTORCH 1 Introducing deep learning and the PyTorch Library 2 Pretrained networks 3 It starts with a tensor 4 Real-world data representation using tensors 5 The mechanics of learning 6 Using a neural network to fit the data 7 Telling birds from airplanes: Learning from images 8 Using convolutions to generalize PART 2 - LEARNING FROM IMAGES IN THE REAL WORLD: EARLY DETECTION OF LUNG CANCER 9 Using PyTorch to fight cancer 10 Combining data sources into a unified dataset 11 Training a classification model to detect suspected tumors 12 Improving training with metrics and augmentation 13 Using segmentation to find suspected nodules 14 End-to-end nodule analysis, and where to go next PART 3 - DEPLOYMENT 15 Deploying to production",ISBN_13,True,False,518,Computers,en,http://books.google.com/books/content?id=BjszEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1,5.0,US,FOR_SALE,True,36.99,USD,36.99,USD,https://play.google.com/store/books/details?id=BjszEAAAQBAJ&rdid=book-BjszEAAAQBAJ&rdot=1&source=gbs_api,2020-07-01,Simon and Schuster
o1SLzgEACAAJ,machine learning,Machine Learning by Tutorials (Second Edition),Beginning Machine Learning for Apple and IOS,"raywenderlich Tutorial Team,Alexis Gallagher,Matthijs Hollemans,Audrey Tam,Chris LaPollo","Learn Machine Learning!Machine learning is one of those topics that can be daunting at first blush. It's not clear where to start, what path someone should take and what APIs to learn in order to get started teaching machines how to learn.This is where Machine Learning by Tutorials comes in! In this book, we'll hold your hand through a number of tutorials, to get you started in the world of machine learning. We'll cover a wide range of popular topics in the field of machine learning, while developing apps that work on iOS devices.Who This Book Is ForThis books is for the intermediate iOS developer who already knows the basics of iOS and Swift development, but wants to understand how machine learning works.Topics covered in Machine Learning by TutorialsCoreML: Learn how to add a machine learning model to your iOS apps, and how to use iOS APIs to access it.Create ML: Learn how to create your own model using Apple's Create ML Tool.Turi Create and Keras: Learn how to tune parameters to improve your machine learning model using more advanced tools.Image Classification: Learn how to apply machine learning models to predict objects in an image.Convolutional Networks: Learn advanced machine learning techniques for predicting objects in an image with Convolutional Neural Networks (CNNs).Sequence Classification: Learn how you can use recurrent neural networks (RNNs) to classify motion from an iPhone's motion sensor.Text-to-text Transform: Learn how to use machine learning to convert bodies of text between two languages.By the end of this book, you'll have a firm understanding of what machine learning is, what it can and cannot do, and how you can use machine learning in your next app!",ISBN_10,False,False,0,"N,/,A",en,http://books.google.com/books/content?id=o1SLzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,US,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,2020-05-19,N/A
NMx4VXV1k0YC,machine learning,Natural Language Annotation for Machine Learning,A Guide to Corpus-Building for Applications,"James Pustejovsky,Amber Stubbs","Create your own natural language training corpus for machine learning. Whether you’re working with English, Chinese, or any other natural language, this hands-on book guides you through a proven annotation development cycle—the process of adding metadata to your training corpus to help ML algorithms work more efficiently. You don’t need any programming or linguistics experience to get started. Using detailed examples at every step, you’ll learn how the MATTER Annotation Development Process helps you Model, Annotate, Train, Test, Evaluate, and Revise your training corpus. You also get a complete walkthrough of a real-world annotation project. Define a clear annotation goal before collecting your dataset (corpus) Learn tools for analyzing the linguistic content of your corpus Build a model and specification for your annotation project Examine the different annotation formats, from basic XML to the Linguistic Annotation Framework Create a gold standard corpus that can be used to train and test ML algorithms Select the ML algorithms that will process your annotated data Evaluate the test results and revise your annotation task Learn how to use lightweight software for annotating texts and adjudicating the annotations This book is a perfect companion to O’Reilly’s Natural Language Processing with Python.",ISBN_13,True,True,344,Computers,en,http://books.google.com/books/content?id=NMx4VXV1k0YC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,US,FOR_SALE,True,31.99,USD,31.99,USD,https://play.google.com/store/books/details?id=NMx4VXV1k0YC&rdid=book-NMx4VXV1k0YC&rdot=1&source=gbs_api,2012-10-11,"""O'Reilly Media, Inc."""
M3PmvgEACAAJ,machine learning,Python Machine Learning by Example,"Implement Machine Learning Algorithms and Techniques to Build Intelligent Systems, 2nd Edition",Yuxi (Hayden) Liu,"Grasp machine learning concepts, techniques, and algorithms with the help of real-world examples using Python libraries such as TensorFlow and scikit-learn Key Features Exploit the power of Python to explore the world of data mining and data analytics Discover machine learning algorithms to solve complex challenges faced by data scientists today Use Python libraries such as TensorFlow and Keras to create smart cognitive actions for your projects Book Description The surge in interest in machine learning (ML) is due to the fact that it revolutionizes automation by learning patterns in data and using them to make predictions and decisions. If you're interested in ML, this book will serve as your entry point to ML. Python Machine Learning By Example begins with an introduction to important ML concepts and implementations using Python libraries. Each chapter of the book walks you through an industry adopted application. You'll implement ML techniques in areas such as exploratory data analysis, feature engineering, and natural language processing (NLP) in a clear and easy-to-follow way. With the help of this extended and updated edition, you'll understand how to tackle data-driven problems and implement your solutions with the powerful yet simple Python language and popular Python packages and tools such as TensorFlow, scikit-learn, gensim, and Keras. To aid your understanding of popular ML algorithms, the book covers interesting and easy-to-follow examples such as news topic modeling and classification, spam email detection, stock price forecasting, and more. By the end of the book, you'll have put together a broad picture of the ML ecosystem and will be well-versed with the best practices of applying ML techniques to make the most out of new opportunities. What you will learn Understand the important concepts in machine learning and data science Use Python to explore the world of data mining and analytics Scale up model training using varied data complexities with Apache Spark Delve deep into text and NLP using Python libraries such NLTK and gensim Select and build an ML model and evaluate and optimize its performance Implement ML algorithms from scratch in Python, TensorFlow, and scikit-learn Who this book is for If you're a machine learning aspirant, data analyst, or data engineer highly passionate about machine learning and want to begin working on ML assignments, this book is for you. Prior knowledge of Python coding is assumed and basic familiarity with statistical concepts will be beneficial although not necessary.",ISBN_10,False,False,382,Computers,en,http://books.google.com/books/content?id=M3PmvgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,US,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,2019-02-28,N/A
2vYCEAAAQBAJ,machine learning,Artificial Intelligence in Finance,N/A,Yves Hilpisch,"The widespread adoption of AI and machine learning is revolutionizing many industries today. Once these technologies are combined with the programmatic availability of historical and real-time financial data, the financial industry will also change fundamentally. With this practical book, you'll learn how to use AI and machine learning to discover statistical inefficiencies in financial markets and exploit them through algorithmic trading. Author Yves Hilpisch shows practitioners, students, and academics in both finance and data science practical ways to apply machine learning and deep learning algorithms to finance. Thanks to lots of self-contained Python examples, you'll be able to replicate all results and figures presented in the book. In five parts, this guide helps you: Learn central notions and algorithms from AI, including recent breakthroughs on the way to artificial general intelligence (AGI) and superintelligence (SI) Understand why data-driven finance, AI, and machine learning will have a lasting impact on financial theory and practice Apply neural networks and reinforcement learning to discover statistical inefficiencies in financial markets Identify and exploit economic inefficiencies through backtesting and algorithmic trading--the automated execution of trading strategies Understand how AI will influence the competitive dynamics in the financial industry and what the potential emergence of a financial singularity might bring about",ISBN_13,True,True,445,Business & Economics,en,http://books.google.com/books/content?id=2vYCEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,US,FOR_SALE,True,76.99,USD,76.99,USD,https://play.google.com/store/books/details?id=2vYCEAAAQBAJ&rdid=book-2vYCEAAAQBAJ&rdot=1&source=gbs_api,2020-10-14,"""O'Reilly Media, Inc."""
k9Z2EAAAQBAJ,machine learning,Knowledge Guided Machine Learning,Accelerating Discovery using Scientific Knowledge and Data,"Anuj Karpatne,Ramakrishnan Kannan,Vipin Kumar","Given their tremendous success in commercial applications, machine learning (ML) models are increasingly being considered as alternatives to science-based models in many disciplines. Yet, these ""black-box"" ML models have found limited success due to their inability to work well in the presence of limited training data and generalize to unseen scenarios. As a result, there is a growing interest in the scientific community on creating a new generation of methods that integrate scientific knowledge in ML frameworks. This emerging field, called scientific knowledge-guided ML (KGML), seeks a distinct departure from existing ""data-only"" or ""scientific knowledge-only"" methods to use knowledge and data at an equal footing. Indeed, KGML involves diverse scientific and ML communities, where researchers and practitioners from various backgrounds and application domains are continually adding richness to the problem formulations and research methods in this emerging field. Knowledge Guided Machine Learning: Accelerating Discovery using Scientific Knowledge and Data provides an introduction to this rapidly growing field by discussing some of the common themes of research in KGML using illustrative examples, case studies, and reviews from diverse application domains and research communities as book chapters by leading researchers. KEY FEATURES First-of-its-kind book in an emerging area of research that is gaining widespread attention in the scientific and data science fields Accessible to a broad audience in data science and scientific and engineering fields Provides a coherent organizational structure to the problem formulations and research methods in the emerging field of KGML using illustrative examples from diverse application domains Contains chapters by leading researchers, which illustrate the cutting-edge research trends, opportunities, and challenges in KGML research from multiple perspectives Enables cross-pollination of KGML problem formulations and research methods across disciplines Highlights critical gaps that require further investigation by the broader community of researchers and practitioners to realize the full potential of KGML",ISBN_13,True,True,612,Business & Economics,en,http://books.google.com/books/content?id=k9Z2EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,US,FOR_SALE,True,64.95,USD,51.96,USD,https://play.google.com/store/books/details?id=k9Z2EAAAQBAJ&rdid=book-k9Z2EAAAQBAJ&rdot=1&source=gbs_api,2022-08-15,CRC Press
Qy7fDwAAQBAJ,machine learning,Practical Machine Learning in R,N/A,"Fred Nwanganga,Mike Chapple","Guides professionals and students through the rapidly growing field of machine learning with hands-on examples in the popular R programming language Machine learning—a branch of Artificial Intelligence (AI) which enables computers to improve their results and learn new approaches without explicit instructions—allows organizations to reveal patterns in their data and incorporate predictive analytics into their decision-making process. Practical Machine Learning in R provides a hands-on approach to solving business problems with intelligent, self-learning computer algorithms. Bestselling author and data analytics experts Fred Nwanganga and Mike Chapple explain what machine learning is, demonstrate its organizational benefits, and provide hands-on examples created in the R programming language. A perfect guide for professional self-taught learners or students in an introductory machine learning course, this reader-friendly book illustrates the numerous real-world business uses of machine learning approaches. Clear and detailed chapters cover data wrangling, R programming with the popular RStudio tool, classification and regression techniques, performance evaluation, and more. Explores data management techniques, including data collection, exploration and dimensionality reduction Covers unsupervised learning, where readers identify and summarize patterns using approaches such as apriori, eclat and clustering Describes the principles behind the Nearest Neighbor, Decision Tree and Naive Bayes classification techniques Explains how to evaluate and choose the right model, as well as how to improve model performance using ensemble methods such as Random Forest and XGBoost Practical Machine Learning in R is a must-have guide for business analysts, data scientists, and other professionals interested in leveraging the power of AI to solve business problems, as well as students and independent learners seeking to enter the field.",ISBN_13,False,True,467,Computers,en,http://books.google.com/books/content?id=Qy7fDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,US,FOR_SALE,True,24.0,USD,24.0,USD,https://play.google.com/store/books/details?id=Qy7fDwAAQBAJ&rdid=book-Qy7fDwAAQBAJ&rdot=1&source=gbs_api,2020-04-10,John Wiley & Sons
36gGEAAAQBAJ,machine learning,Python Machine Learning By Example,"Build intelligent systems using Python, TensorFlow 2, PyTorch, and scikit-learn, 3rd Edition",Yuxi (Hayden) Liu,"A comprehensive guide to get you up to speed with the latest developments of practical machine learning with Python and upgrade your understanding of machine learning (ML) algorithms and techniques Key FeaturesDive into machine learning algorithms to solve the complex challenges faced by data scientists todayExplore cutting edge content reflecting deep learning and reinforcement learning developmentsUse updated Python libraries such as TensorFlow, PyTorch, and scikit-learn to track machine learning projects end-to-endBook Description Python Machine Learning By Example, Third Edition serves as a comprehensive gateway into the world of machine learning (ML). With six new chapters, on topics including movie recommendation engine development with Naïve Bayes, recognizing faces with support vector machine, predicting stock prices with artificial neural networks, categorizing images of clothing with convolutional neural networks, predicting with sequences using recurring neural networks, and leveraging reinforcement learning for making decisions, the book has been considerably updated for the latest enterprise requirements. At the same time, this book provides actionable insights on the key fundamentals of ML with Python programming. Hayden applies his expertise to demonstrate implementations of algorithms in Python, both from scratch and with libraries. Each chapter walks through an industry-adopted application. With the help of realistic examples, you will gain an understanding of the mechanics of ML techniques in areas such as exploratory data analysis, feature engineering, classification, regression, clustering, and NLP. By the end of this ML Python book, you will have gained a broad picture of the ML ecosystem and will be well-versed in the best practices of applying ML techniques to solve problems. What you will learnUnderstand the important concepts in ML and data scienceUse Python to explore the world of data mining and analyticsScale up model training using varied data complexities with Apache SparkDelve deep into text analysis and NLP using Python libraries such NLTK and GensimSelect and build an ML model and evaluate and optimize its performanceImplement ML algorithms from scratch in Python, TensorFlow 2, PyTorch, and scikit-learnWho this book is for If you’re a machine learning enthusiast, data analyst, or data engineer highly passionate about machine learning and want to begin working on machine learning assignments, this book is for you. Prior knowledge of Python coding is assumed and basic familiarity with statistical concepts will be beneficial, although this is not necessary.",ISBN_13,True,True,527,Computers,en,http://books.google.com/books/content?id=36gGEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,US,FOR_SALE,True,26.99,USD,16.54,USD,https://play.google.com/store/books/details?id=36gGEAAAQBAJ&rdid=book-36gGEAAAQBAJ&rdot=1&source=gbs_api,2020-10-30,Packt Publishing Ltd
iNuSDwAAQBAJ,machine learning,Machine Learning with R,Expert techniques for predictive modeling,Brett Lantz,"Solve real-world data problems with R and machine learning Key Features Third edition of the bestselling, widely acclaimed R machine learning book, updated and improved for R 3.6 and beyond Harness the power of R to build flexible, effective, and transparent machine learning models Learn quickly with a clear, hands-on guide by experienced machine learning teacher and practitioner, Brett Lantz Book Description Machine learning, at its core, is concerned with transforming data into actionable knowledge. R offers a powerful set of machine learning methods to quickly and easily gain insight from your data. Machine Learning with R, Third Edition provides a hands-on, readable guide to applying machine learning to real-world problems. Whether you are an experienced R user or new to the language, Brett Lantz teaches you everything you need to uncover key insights, make new predictions, and visualize your findings. This new 3rd edition updates the classic R data science book to R 3.6 with newer and better libraries, advice on ethical and bias issues in machine learning, and an introduction to deep learning. Find powerful new insights in your data; discover machine learning with R. What you will learn Discover the origins of machine learning and how exactly a computer learns by example Prepare your data for machine learning work with the R programming language Classify important outcomes using nearest neighbor and Bayesian methods Predict future events using decision trees, rules, and support vector machines Forecast numeric data and estimate financial values using regression methods Model complex processes with artificial neural networks — the basis of deep learning Avoid bias in machine learning models Evaluate your models and improve their performance Connect R to SQL databases and emerging big data technologies such as Spark, H2O, and TensorFlow Who this book is for Data scientists, students, and other practitioners who want a clear, accessible guide to machine learning with R.",ISBN_13,True,True,459,Computers,en,http://books.google.com/books/content?id=iNuSDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,US,FOR_SALE,True,47.99,USD,37.67,USD,https://play.google.com/store/books/details?id=iNuSDwAAQBAJ&rdid=book-iNuSDwAAQBAJ&rdot=1&source=gbs_api,2019-04-15,Packt Publishing Ltd
P8ifDwAAQBAJ,machine learning,"Python for Probability, Statistics, and Machine Learning",N/A,José Unpingco,"This book, fully updated for Python version 3.6+, covers the key ideas that link probability, statistics, and machine learning illustrated using Python modules in these areas. All the figures and numerical results are reproducible using the Python codes provided. The author develops key intuitions in machine learning by working meaningful examples using multiple analytical methods and Python codes, thereby connecting theoretical concepts to concrete implementations. Detailed proofs for certain important results are also provided. Modern Python modules like Pandas, Sympy, Scikit-learn, Tensorflow, and Keras are applied to simulate and visualize important machine learning concepts like the bias/variance trade-off, cross-validation, and regularization. Many abstract mathematical ideas, such as convergence in probability theory, are developed and illustrated with numerical examples. This updated edition now includes the Fisher Exact Test and the Mann-Whitney-Wilcoxon Test. A new section on survival analysis has been included as well as substantial development of Generalized Linear Models. The new deep learning section for image processing includes an in-depth discussion of gradient descent methods that underpin all deep learning algorithms. As with the prior edition, there are new and updated *Programming Tips* that the illustrate effective Python modules and methods for scientific programming and machine learning. There are 445 run-able code blocks with corresponding outputs that have been tested for accuracy. Over 158 graphical visualizations (almost all generated using Python) illustrate the concepts that are developed both in code and in mathematics. We also discuss and use key Python modules such as Numpy, Scikit-learn, Sympy, Scipy, Lifelines, CvxPy, Theano, Matplotlib, Pandas, Tensorflow, Statsmodels, and Keras. This book is suitable for anyone with an undergraduate-level exposure to probability, statistics, or machine learning and with rudimentary knowledge of Python programming.",ISBN_13,True,True,396,Technology & Engineering,en,http://books.google.com/books/content?id=P8ifDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,US,FOR_SALE,True,64.99,USD,51.99,USD,https://play.google.com/store/books/details?id=P8ifDwAAQBAJ&rdid=book-P8ifDwAAQBAJ&rdot=1&source=gbs_api,2019-06-29,Springer
ZCZoEAAAQBAJ,machine learning,Automated Machine Learning in Action,N/A,"Qingquan Song,Haifeng Jin,Xia Hu","Optimize every stage of your machine learning pipelines with powerful automation components and cutting-edge tools like AutoKeras and KerasTuner. In Automated Machine Learning in Action you will learn how to: Improve a machine learning model by automatically tuning its hyperparameters Pick the optimal components for creating and improving your pipelines Use AutoML toolkits such as AutoKeras and KerasTuner Design and implement search algorithms to find the best component for your ML task Accelerate the AutoML process with data-parallel, model pretraining, and other techniques Automated Machine Learning in Action reveals how you can automate the burdensome elements of designing and tuning your machine learning systems. It’s written in a math-lite and accessible style, and filled with hands-on examples for applying AutoML techniques to every stage of a pipeline. AutoML can even be implemented by machine learning novices! If you’re new to ML, you’ll appreciate how the book primes you on machine learning basics. Experienced practitioners will love learning how automated tools like AutoKeras and KerasTuner can create pipelines that automatically select the best approach for your task, or tune any customized search space with user-defined hyperparameters, which removes the burden of manual tuning. Purchase of the print book includes a free eBook in PDF, Kindle, and ePub formats from Manning Publications. About the technology Machine learning tasks like data pre-processing, feature selection, and model optimization can be time-consuming and highly technical. Automated machine learning, or AutoML, applies pre-built solutions to these chores, eliminating errors caused by manual processing. By accelerating and standardizing work throughout the ML pipeline, AutoML frees up valuable data scientist time and enables less experienced users to apply machine learning effectively. About the book Automated Machine Learning in Action shows you how to save time and get better results using AutoML. As you go, you’ll learn how each component of an ML pipeline can be automated with AutoKeras and KerasTuner. The book is packed with techniques for automating classification, regression, data augmentation, and more. The payoff: Your ML systems will be able to tune themselves with little manual work. What's inside Automatically tune model hyperparameters Pick the optimal pipeline components Select appropriate models and features Learn different search algorithms and acceleration strategies About the reader For ML novices building their first pipelines and experienced ML engineers looking to automate tasks. About the author Drs. Qingquan Song, Haifeng Jin, and Xia “Ben” Hu are the creators of the AutoKeras automated deep learning library. Table of Contents PART 1 FUNDAMENTALS OF AUTOML 1 From machine learning to automated machine learning 2 The end-to-end pipeline of an ML project 3 Deep learning in a nutshell PART 2 AUTOML IN PRACTICE 4 Automated generation of end-to-end ML solutions 5 Customizing the search space by creating AutoML pipelines 6 AutoML with a fully customized search space PART 3 ADVANCED TOPICS IN AUTOML 7 Customizing the search method of AutoML 8 Scaling up AutoML 9 Wrapping up",ISBN_13,False,False,334,Computers,en,http://books.google.com/books/content?id=ZCZoEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,US,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,2022-06-07,Simon and Schuster
EG-QDwAAQBAJ,machine learning,Machine Learning,Advanced Techniques and Emerging Applications,Hamed Farhadi,"The volume of data that is generated, stored, and communicated across different industrial sections, business units, and scientific research communities has been rapidly expanding. The recent developments in cellular telecommunications and distributed/parallel computation technology have enabled real-time collection and processing of the generated data across different sections. On the one hand, the internet of things (IoT) enabled by cellular telecommunication industry connects various types of sensors that can collect heterogeneous data. On the other hand, the recent advances in computational capabilities such as parallel processing in graphical processing units (GPUs) and distributed processing over cloud computing clusters enabled the processing of a vast amount of data. There has been a vital need to discover important patterns and infer trends from a large volume of data (so-called Big Data) to empower data-driven decision-making processes. Tools and techniques have been developed in machine learning to draw insightful conclusions from available data in a structured and automated fashion. Machine learning algorithms are based on concepts and tools developed in several fields including statistics, artificial intelligence, information theory, cognitive science, and control theory. The recent advances in machine learning have had a broad range of applications in different scientific disciplines. This book covers recent advances of machine learning techniques in a broad range of applications in smart cities, automated industry, and emerging businesses.",ISBN_13,False,True,231,Computers,en,http://books.google.com/books/content?id=EG-QDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,US,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,2018-09-19,BoD – Books on Demand
ixJSDwAAQBAJ,machine learning,Artificial Intelligence For Dummies,N/A,"John Paul Mueller,Luca Massaron","Step into the future with AI The term ""Artificial Intelligence"" has been around since the 1950s, but a lot has changed since then. Today, AI is referenced in the news, books, movies, and TV shows, and the exact definition is often misinterpreted. Artificial Intelligence For Dummies provides a clear introduction to AI and how it’s being used today. Inside, you’ll get a clear overview of the technology, the common misconceptions surrounding it, and a fascinating look at its applications in everything from self-driving cars and drones to its contributions in the medical field. Learn about what AI has contributed to society Explore uses for AI in computer applications Discover the limits of what AI can do Find out about the history of AI The world of AI is fascinating—and this hands-on guide makes it more accessible than ever!",ISBN_13,True,True,60,Computers,en,http://books.google.com/books/content?id=ixJSDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,US,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,2018-03-16,John Wiley & Sons
LCnx6xaDZsIC,machine learning,Speech & Language Processing,N/A,Dan Jurafsky,N/A,ISBN_10,False,False,912,"N,/,A",en,http://books.google.com/books/content?id=LCnx6xaDZsIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,US,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,2000-09,Pearson Education India
